Group Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
Original Chicago,,951998221479788,113664,2020-09-07 21:18:00 EDT,Link,123,48,19,18,3,0,86,1,6,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/3604965989516318,RIP Ronnys....I know some will probably say the food was cheap and bad....but let me tell you for me it was so much more than that. I remember when my father took me to the show in the late 60’s/early 70’s.....afterwards we went to Ronnys. Later on after my graveyard shift at O’hare waiting for Harris bank to open...we all went to Ronnys for $1.95 steak breakfast. At the Randolph location there was the AM/PM Disco where you could go dancing at damn near any time. At the Van Buren location there was a club downstairs. And finally years later after a play at the Schubert Theatre we went to Ronnys in the Thompson Center. Good luck and thanks for the memories,https://www.google.com/amp/s/chicago.suntimes.com/platform/amp/news/2020/9/6/21425497/chicago-staple-ronnys-steakhouse-closes,,,Chicago staple Ronny’s Steakhouse closes,"""It’s time to turn off that famous neon sign one final time"" read a message posted Sunday on the restaurant’s Facebook page.",,,304,1.94
You Know You From South Dallas If.....,,113523748745557,47539,2020-09-19 11:37:43 EDT,Link,13,81,5,1,5,7,1,1,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3163132153784686,,https://www.facebook.com/100007270654909/posts/2627448054174191/,,,This is a re-share of a post,OK WOKE FOLKS. TRUMP JUST SAID KAMALA HARRIS CAME THROUGH THE BACK DOOR JUST LIKE OBAMA WASN’T BORN HERE AND SOME OF YALL TELLING ME I NEED TO WORRY BIDEN?,,,114,1.93
You Know You From South Dallas If.....,,113523748745557,47720,2020-11-08 17:23:40 EST,Status,18,76,3,1,1,4,1,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3306146716149895,We gave'em our vote. Now what do we get?,,,,,,,,104,1.93
You Know You From South Dallas If.....,,113523748745557,47720,2020-11-07 09:42:22 EST,Link,5,30,4,0,3,15,4,4,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3300777690020131,This false prophet,https://www.cbs46.com/news/evangelist-calls-on-angels-to-re-elect-trump/article_ffbef88c-1fdc-11eb-ba5c-03953ec3b8af.html?fbclid=IwAR0upZL5Ma08sALf1RQRoEn3_jFLTEFpMm6aemzkacPnUtlcHBABprCVXR0,,,Evangelist calls on angels to re-elect Trump,Every now and then Twitter delivers complete gold.,,,65,1.91
East Boston Open Discussion,,408282242636625,16484,2020-09-08 18:33:19 EDT,YouTube,29,42,1,3,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2040507209414112,"My grandfather, my father, my father-in-law, my older brothers, my nephew. Everyone! Veterans or trained since childhood by the US Armed Forces 🇺🇸🦅🇺🇸 to protect this great Nation. Willing to die for the Dream. And you, President “The Clown” Trump; Yes you 👉🏼🤡👈🏼! A coward dodger of the Vietnam War. So go to hell with your criticisms to the veterans of this great Nation.",https://www.youtube.com/watch?v=lL5PZFjkvSw&feature=share,,,Retired Army Major General Paul Eaton Slams Trump | NowThis,‘I am stunned that anybody in the United States military would consider you anything but a loser or a sucker. You’re no patriot.’ — Ret. U.S. Army Major Gene...,,,76,1.9
You Know You From South Dallas If.....,,113523748745557,47664,2020-10-19 16:13:48 EDT,Link,4,21,4,1,1,26,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3253203624777538,,https://www.politicalflare.com/2020/10/trump-says-melania-believes-hes-the-most-handsome-president-ever-more-attractive-than-jfk-even/,,,This is a re-share of a post,"Trump Says Melania Believes He’s the Most Handsome President Ever, More Attractive Than JFK Even -- Now I really want to know how she received an Einstein Visa.🤣",,,57,1.9
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,115897,2020-10-04 09:12:11 EDT,Status,18,32,0,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2482394245385129,"Hi! I'm a Berlin-based journalist visiting DC for two months starting 26th October, 2020, to cover the election. I’m looking for a furnished studio or a room in a shared apartment, hopefully between $1000-$1400 per month. It’s really important to me that the roommates are COVID-conscious and do not have a dog (sorry!). I do not bring along any pets or smoke. My office is between Dupont Circle and Foggy Longbottom Metro. A place in the vicinity (or max. within 30 mins to that) would be fantastic. Does anyone have something to offer? Thanks and stay safe! Cheers, Nehal 💃",,,,,,,,51,1.89
You Know You From South Dallas If.....,,113523748745557,47633,2020-10-01 18:16:36 EDT,Native Video,3,27,21,1,3,4,0,1,0,share,0,1659615,0,00:00:57,https://www.facebook.com/groups/113523748745557/permalink/3201656599932241,Get ready family!! Locked and loaded..,https://www.facebook.com/shaunking/videos/355813165614804/,,,Shaun King,"Trump supporters openly saying they are ready for war. Wait until the end. He openly says that if Biden wins, “we coming and we coming strong.”",,,60,1.88
East Boston Open Discussion,,408282242636625,16483,2020-09-07 14:03:09 EDT,Link,15,56,3,4,4,0,0,2,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2039226472875519,"This will be interesting to watch, especially if Walsh is tapped to be part of a Biden admin.",http://bos.gl/P1CjFOg,,,"Boston City Councilor Michelle Wu is running for mayor, Walsh says - The Boston Globe","Wu, who informed Walsh of her plans on Sunday, is seeking to do something not seen in city politics since the late 1940s: Unseat an incumbent mayor.",,,84,1.87
You Know You From South Dallas If.....,,113523748745557,47629,2020-09-29 22:55:19 EDT,Link,4,34,7,0,0,0,1,10,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3195875640510337,Donald Trump Tells Proud Boys To 'Stand Back and Stand By',http://www.tmz.com/2020/09/29/donald-trump-proud-boys-stand-back-by-white-supremacist,,,Donald Trump Tells Proud Boys To 'Stand Back and Stand By',"Donald Trump tells the far-right Proud Boys, ""stand back and stand by.""",,,56,1.87
East Boston Open Discussion,,408282242636625,16850,2020-11-03 11:33:24 EST,Photo,97,28,8,18,0,1,0,0,2,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2096863227111843,No line at the High school ✊🏿 go vote people!,https://www.facebook.com/photo.php?fbid=2233212473489009&set=gm.2096863227111843&type=3,,,,,,,154,1.85
Denver Free Fun,,1894066747532679,28545,2020-10-27 08:20:58 EDT,Photo,40,0,5,6,2,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1894066747532679/permalink/2802466113359400,"Voting is important and Starbucks is providing all employees with a free one-way Lyft ride worth up to $75 to cast their vote at a polling location, volunteer as a poll worker or drop off their ballot at a post office or other voting location. www.starbucks.com #denverfreefun",https://www.facebook.com/photo.php?fbid=10225823870089817&set=gm.2802466113359400&type=3,,,,,,,53,1.77
You Know You From South Dallas If.....,,113523748745557,47549,2020-09-20 01:09:28 EDT,Link,59,17,20,8,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3164771686954066,,https://thehill.com/blogs/in-the-know/in-the-know/516885-michelle-obama-we-couldve-never-gotten-away-with-what-the-trump,,,Michelle Obama: 'We could've never gotten away with' what the Trump White House does,"Michelle Obama says as Black Americans, she and former President Obama ""never could've gotten away with some of the stuff that's going on now"" in the White House because their ""community wouldn't have accepted that.""",,,104,1.76
Columbus Black Owned Businesses,,281688762959032,76827,2020-11-18 06:03:02 EST,Photo,72,13,20,48,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/413563326438241,"Hello everyone, My name is Briya. I am the owner of Bris Candy Bouquets and Arrangements located in Columbus, Ohio. I offer customized candy bouquets and stuffed balloons for all occasions. I absolutely love expressing my creativity through my products. Please feel free to contact me.",https://www.facebook.com/photo.php?fbid=10159214164828826&set=gm.413563326438241&type=3,,,Photos from Briya Harris's post,,,,153,1.76
San Jose Current Events,,1680158918899563,13737,2020-10-20 12:08:12 EDT,Link,48,33,4,2,0,7,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1680158918899563/permalink/2707017182880393,"As fear of intimidation at the polls increases, Santa Clara County will receive assistance from local and federal authorities to keep voters and voter center employees safe. [http://nbcbay.com/9gT7RTY](http://nbcbay.com/9gT7RTY?fbclid=IwAR11rDdRDDjNerm8JvIM_s4sInBwoLxRP6UxkPnbSBXbkzWCG57TOWNA52M)",http://nbcbay.com/9gT7RTY,,,Santa Clara County Taking Steps to Prevent Voter Intimidation at the Polls,Santa Clara County is taking measures to prevent voting intimidation at the polls this upcoming Election Day.,,,94,1.74
You Know You From South Dallas If.....,,113523748745557,47420,2020-09-08 15:25:02 EDT,Link,10,81,3,2,0,1,1,4,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3128776730553562,,https://newsinteractives.cbc.ca/longform/donald-trump-2020-us-election-race,,,"Race-baiting helped Trump win in 2016, but it might not work this year","In 2016, Donald Trump exploited racial tensions and won the U.S. presidency. Can it work again in November?",,,102,1.73
Columbus Black Owned Businesses,,281688762959032,76497,2020-11-08 08:52:11 EST,Status,19,33,4,13,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/405296377264936,"Hello, I am a reporter with NBC 4 working on a story about Kamala Harris being the first woman and first person of color to hold the vice presidency. Know of any organizations I can speak with today? The focus is on what this means to little girls and African-American’s or Indian girls. I can be reached directly here: https://m.facebook.com/KenyaNBC4/?comment_id=Y29tbWVudDoxNTMzMDIxOTY0NTc2MzlfMTUzNDA3NzU2NDQ3MDgz -Kenya",,,,,,,,69,1.73
East Boston Open Discussion,,408282242636625,16719,2020-10-05 16:53:03 EDT,Native Video,32,24,7,16,4,0,1,0,3,share,0,48296,0,00:06:03,https://www.facebook.com/groups/408282242636625/permalink/2067191706745662,😱,https://www.facebook.com/WithoutBordersMagazine/videos/771659356728617/,,,Without Borders Magazine,"SE OPUSIERON A ICE Y ESTO SUCEDIÓ

En medio de una detención que ICE realizo hoy, Lunes 5 de Octubre en la Lloyd Street en Lynn, se hicieron presentes miembros de @New Lynn Coalition a decir:“No queremos a la maquina deportadora de Trump que venga a nuestra comunidad, que venga a Lynn a separar un padre de familia, eso no está correcto”, “No queremos a ICE en nuestra Comunidad, dijo Isaac Hodes.

Despues de que los organizadores se sentaran frente al automóvil de ICE, finalmente lograron que liberaran al custodiado.

Video: #NLC",,,87,1.71
You Know You From South Dallas If.....,,113523748745557,47640,2020-10-06 15:54:13 EDT,Link,5,20,11,1,2,4,1,7,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3216775725086995,,https://cnn.it/3nqMQvK,,,Trump calls for stimulus negotiations to stop until after Election Day,,,,51,1.7
You Know You From South Dallas If.....,,113523748745557,47473,2020-09-01 13:57:24 EDT,Link,7,29,19,0,1,0,10,34,1,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3106993789398523,,https://www.fox4news.com/news/houston-man-accused-of-sexually-assaulting-and-killing-9-month-old-daughter,,,Houston man accused of sexually assaulting and killing 9-month-old daughter,Harris County Institute of Forensics conducted an autopsy and found the nine-month-old girl had been sexually assaulted and died due to asphyxiation during the assault.,,,101,1.69
San Jose Current Events,,1680158918899563,13605,2020-10-13 11:31:26 EDT,Photo,56,16,1,6,0,1,0,1,0,,0,0,0,N/A,https://www.facebook.com/groups/1680158918899563/permalink/2700352273546884,"21 days until Election Day! VOTE safe, vote from home. Small act, BIG IMPACT.",https://www.facebook.com/photo.php?fbid=10220973899030352&set=gm.2700352273546884&type=3,,,Photos from Benny Villarreal's post,,,,81,1.69
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,115109,2020-09-14 18:48:13 EDT,Photo,12,19,0,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2465950347029519,Hello everyone! I am looking for someone to sublet my 2 bedroom/2 bathroom + dent apartment in NoMa-Gallaudet for $1115/month. Sublet period: April-July. - private bedroom/shared bathroom - walk-in closet in the bedroom - completely furnished - 2min walk from the metro station NoMa-Gallaude (a stop away from Union Station) - Harris Teeter grocery store on the ground floor of the apartment building - across the street from CVS and Starbucks - panoramic windows (from floor to ceiling) in the living room The website for the apartment building: https://www.flats130.com,https://www.facebook.com/photo.php?fbid=2866174733482304&set=gm.2465950347029519&type=3,,,Photos from Anastasiia  Kliuchar's post,,,,32,1.68
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,117393,2020-11-09 16:08:29 EST,Photo,26,12,2,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2514470098844210,"Hi everyone! I am sadly moving out of my apartment, so my bedroom is now available in a 3/2 in NoMa. It's the largest bedroom in the apt and I'm super flexible around the move-in date. Ideally would love someone to move in by Jan! Roommates are currently all female early-to-mid 20 somethings. The apartment has lots of storage, in-unit laundry, and a private balcony. Our building has a full gym, a Starbucks, a movie theater, grills in the courtyard, rooftop pool and hot tub, you name it! Also steps away from a CVS, Harris Teeter, and a Streets Market. Rent is $1253 a month before utilities (~$50-60). You can also add on a parking spot in the garage for an additional cost if needed. If you're interested, please message me and we can set up a virtual tour! Thanks :)",https://www.facebook.com/photo.php?fbid=10159018072858699&set=gm.2514470098844210&type=3,,,Photos from Elle Siebert's post,,,,40,1.67
You Know You From South Dallas If.....,,113523748745557,47822,2020-11-22 16:26:07 EST,Link,11,43,5,1,4,2,1,1,1,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3343031442461422,Sounds like the work of a bitter trump supporter,https://www.cnn.com/2020/11/20/us/michigan-sheriff-court-deputy-fired-kamala-harris-watermelon/index.html,,,Michigan sheriff's court deputy fired after posting photo of Kamala Harris watermelon carving,"A part-time court deputy with the Oakland County Sheriff's Office was terminated after she was found to have posted a photo on social media showing Joe Biden, Donald Trump, and Mike Pence pumpkin carvings and a Kamala Harris carving in a watermelon.",,,69,1.66
You Know You From South Dallas If.....,,113523748745557,47570,2020-09-22 18:11:30 EDT,Link,17,20,8,4,6,1,3,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3173146206116614,,https://blackamericaweb.com/2020/09/22/trump-supporter-who-killed-blm-protester-dies-by-suicide/,,,Trump Supporter Who Killed Black Lives Matter Protester Dies By Suicide,"Jake Gardner, the white, Trump-supporting bar owner who killed Black Lives Matter protester James Scurlock in Nebraska, has been found dead from an apparent suicide in Oregon.",,,59,1.64
You Know You From South Dallas If.....,,113523748745557,47665,2020-10-19 21:51:03 EDT,Link,5,21,3,0,5,6,1,8,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3253752788055955,Thoughts 🤔🤔🤔,https://www.foxnews.com/politics/orlando-company-president-tells-employees-there-could-be-layoffs-if-biden-wins,,,Orlando company president tells employees there could be layoffs if Biden beats Trump,"The head of a company in Florida sent letters to his employees inside their pay stub envelopes last week, warning of permanent layoffs if Joe Biden were to prevail over President Trump in the upcoming November election.",,,49,1.63
You Know You From South Dallas If.....,,113523748745557,47665,2020-10-20 16:16:52 EDT,Link,5,32,1,0,4,3,0,2,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3255740194523881,,https://www.chron.com/entertainment/article/Ice-Cube-has-joined-forces-with-Trump-and-we-re-15653479.php,,,"Ice Cube has joined forces with Trump, and I'm not happy about it",Trump's senior advisor recently revealed that Ice Cube is collaborating with the...,,,47,1.62
You Know You From South Dallas If.....,,113523748745557,47628,2020-09-26 16:06:12 EDT,Link,3,29,7,0,0,5,0,6,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3185614281536473,,https://thegrio.com/2020/09/25/trump-tries-to-win-over-black-voters-with-platinum-plan/,,,Trump tries to win over Black voters with $500B 'platinum plan',"President Donald Trump rolled out his $500B ""Platinum Plan"" for Black Americans during a summit in Atlanta, Georgia on Friday.",,,50,1.61
East Boston Open Discussion,,408282242636625,16622,2020-09-24 07:47:28 EDT,Link,6,69,2,0,0,1,0,1,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2055920744539425,"The list of new candidates in the race for Mayor just doubled, Andrea J. Campbell now in the battle for your vote!",https://wcvb.com/article/boston-city-councilor-andrea-campbell-announces-candidacy-for-mayor/34139979?src=app,,,Boston City Councilor Andrea Campbell announces candidacy for mayor,Boston City Councilor Andrea Campbell on Thursday announced her candidacy for mayor of Boston.,,,79,1.61
Denver Free Fun,,1894066747532679,28018,2020-10-20 19:37:43 EDT,Photo,21,2,7,6,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1894066747532679/permalink/2796269453979066,"Parker is celebrating Halloween this fall by decorating your front porches, yards, patios or balconies and vote for your favorites for them to earn a chance for them to win prizes. Thursday, October 22, through Saturday, October 31. Show your spirit, unleash your creativity, bring a smile (or a scare) to your friends and neighbors, and win prizes!!! The Town of Parker will produce a virtual map with the locations of all registered Porches, so you can plan a walk or drive around the community to see and share in the celebration. Registration for residents is free. All you need to do is log in or create an account. The top three porches with the most votes by Saturday, October 31 at 8 pm will receive will receive a gift basket courtesy of Xfinity and the Town of Parker!!! https://www.letstalkparker.org/parkerporchparadeseries #denverfreefun",https://www.facebook.com/photo.php?fbid=10225775742806665&set=gm.2796269453979066&type=3,,,,,,,37,1.61
You Know You From South Dallas If.....,,113523748745557,47640,2020-10-06 15:38:58 EDT,Link,8,17,6,0,7,0,2,8,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3216743241756910,"This jackass better hope he’s alive, while he’s playing with his health, and trying to blackmail, people to vote for him, yet again. The entire administration, needs to be gone. #BidenHarris",https://cnn.it/3nqMQvK,,,Trump calls for stimulus negotiations to stop until after Election Day,,,,48,1.6
East Boston Open Discussion,,408282242636625,16696,2020-10-02 03:17:13 EDT,Video,9,42,1,2,0,10,2,0,1,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2063746357090197,"https://www.facebook.com/2262429073978023/posts/2877173662503558/ decided to post it because some people are too sensitive talking bout "" take it down because it has nasty comments"" fuck you.",https://trib.al/DpcYaNU,,,Donald Trump and Melania test POSITIVE for coronavirus,,,,67,1.57
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,115931,2020-10-04 20:43:42 EDT,Photo,17,8,3,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2482797945344759,"Hi everyone! I’m looking for someone to takeover my room in a sunny 3 bedroom, 1.5 bathroom apartment located literally across the street from Meridian Hill Park. Rent is $1000/ month and includes all utilities except internet (+$17/ month). Move-in date for late October/ early November 2020 (I have a bit of flexibility). If interested, tell me a bit about yourself and we can set up a virtual tour! ☺️ ----------------------------- **APARTMENT: **This is a 3 bedroom, 1.5 bathroom apartment, located across the street from Meridian Hill Park. The apartment was newly renovated in July 2019, has in-unit washer and dryer and dishwasher, and windows in the common areas span south/ west/ north (see photos below, all taken under natural light). The bedroom is unfurnished, but all common areas are furnished. Unfortunately, no pets. **RENTAL TERMS:** Rent is $1000/ month including all utilities except internet (which is an additional ~$17 per month). The current lease ends at the end of the year, and can be renewed in January 2021. Ideally looking for someone interested in staying more than just a few months. **LOCATION**: The apartment is located literally across the street from Meridian Hill Park - our closest intersection is W and 15th Street. We are 7-10 minutes walking from all major grocery stores (Trader Joes, Harris Teeter, Safeway), 8 minutes from the U Street Metro station, and walking distance to a lot of restaurants and bars. **ROOMMATES**: The two current roommates are both young professionals – one works in the international development sector (M, from Brazil), and the other for the US Government (F, from Seattle). Both are some of the kindest individuals I've ever met, super clean, and wonderful cooks (see Instagram photos). We cook a lot together and do ""fancy dinner"" nights, have board games/ movie nights every so often, and chat about global issues. More than anything, I'd really like to find a good fit for the house.",https://www.facebook.com/photo.php?fbid=10158815824153739&set=gm.2482797945344759&type=3,,,Photos from Annie Liang's post,,,,29,1.53
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,114897,2020-09-08 11:59:22 EDT,Photo,16,13,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2460857890872098,"We are looking to fill one bedroom in our Rowhouse. Move in date is flexible up to October 1st. $1050 a month + utilities. Our house is 2 blocks from the NoMa metro station (red line). Trader Joe's, Union Market, a Harris Teeter, REI, Wunder Garten, and Red Bear Brewery, are also all within a few blocks. All of the stores, restaurants, and bars on the H Street Corridor are also an easy walk. The house itself is a remodeled row-house with updated bathrooms and kitchen. There is a nice backyard, and front and back porches that provide great outdoor space. The roommates are three young professionals (she/her/hers, he/him/his, they/them/theirs) -- one works on the Hill; one works for a non-profit, and one is getting their PhD in immunology. We are replacing a wonderful long-term roommate who we get along with very well. While we enjoy hanging out with each other and sharing the space we also have our own lives and activities that keep us busy. We enjoy hosting dinners with friends, bbqs, and the occasional party, but we tend to live fairly low-key lives most of the time. Keeping our home's welcoming, comfortable, environment is key. So, the mindfulness of a new roommate is important. We are looking for someone who is clean, considerate, will pick up after themselves, help with chores around the house, and contribute to the overall atmosphere of the home. *Ideally, we will show the space via video call, as we want to minimize traffic amid the pandemic. Please email to inquire further!*",https://www.facebook.com/photo.php?fbid=10207623955434316&set=gm.2460857890872098&type=3,,,Photos from Phoebe Suva's post,,,,29,1.53
Original Chicago,,951998221479788,120322,2020-11-03 01:13:12 EST,Status,56,5,38,2,2,73,1,0,0,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/3782784171734498,"Chicago Election Day Song: It's Election Day, in the neighborhoods. Who you gonna call? GHOST VOTERS!",,,,,,,,177,1.5
You Know You From South Dallas If.....,,113523748745557,47614,2020-09-25 05:24:48 EDT,Photo,33,21,5,15,1,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3180922902005611,,https://www.facebook.com/photo.php?fbid=204180897803509&set=gm.1318421895164623&type=3,,,Ayomide,"Happy 40th Birthday Clifford Joseph Harris Jr. (born September 25, 1980),[ better known by his stage names T.I.)   & ,Happy 52nd Birthday Willard Carroll Smith Jr.(Will Smith)  (born September 25, 1968) both American actors, producers  and rappers .. 💕🎵❤📀🍷🎂❤",,,76,1.47
Original Chicago,,951998221479788,118187,2020-10-13 14:43:26 EDT,Status,90,18,26,9,2,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/3723424961003753,"Illinois Residents: Former felons have the right to vote provided they are not currently incarcerated. Even if on probation or parole your family member is allowed to register to vote. Wisconsin Residents: Former felons who have completed serving their sentence, probation, and parole are eligible to vote. Whatever your affiliation, please VOTE!",,,,,,,,146,1.46
Columbus Black Owned Businesses,,281688762959032,75801,2020-10-19 08:35:07 EDT,Status,17,52,0,5,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/388359262291981,Looking for any biden/harris signs ..**free** if possible 🤷🏾‍♀️,,,,,,,,74,1.45
You Know You From South Dallas If.....,,113523748745557,47640,2020-10-05 10:43:15 EDT,Photo,44,25,7,10,0,0,1,0,4,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3212898735474694,Happy Heavenly Birthday Bernie Mac!,https://www.facebook.com/BkAmericans/photos/a.1955792191312782/3942021922689789/?type=3,,Black Americans,Black Americans,"Bernie Mac ….October 5, 1957...August 9, 2008
HAPPY BIRTHDAY....R.I.P.",,,91,1.45
You Know You From South Dallas If.....,,113523748745557,47406,2020-09-09 14:07:24 EDT,Link,6,39,5,0,6,3,1,24,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3131682730262962,Trump is now plow dangerous game bashing Kamala Harris it’s clearly racist and a turn off to women.,https://abcnews.go.com/Politics/trump-mocks-harris-president-insult-country/story?id=72901540&fbclid=IwAR0GgVSrUkaPMm89SNLCBEg1_r5aXIupflr2zWtuHWpoliIXIOTuYR9PlEk,,,"Trump mocks Harris' name, says having her as president would be 'insult' to country","President Trump on Tuesday delivered his harshest attack on vice presidential nominee Kamala Harris, mocking her name and saying she would be an ""insult to our country.""",,,84,1.42
Original Chicago,,951998221479788,121676,2020-11-18 10:49:04 EST,Link,94,13,27,2,1,0,1,0,0,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/3828747380471510,"FREE and online, just need to register for it.",https://www.facebook.com/events/649214742439718/,,,Chicago River Architecture Tour,"We invite you on an exciting and informative virtual Chicago River Architecture tour with Hillary Marzec, founder of Inside Chicago Walking Tours. This virtual trip offers an enticing introduction to Chicago architecture and a great deal of supplemental information. We hope you will join us!

A special thank you goes to Ford City for sponsoring this event. Admission is complimentary, but registration is necessary to receive the zoom link.
",,,138,1.42
New To Austin 20-30’s (NTA),,233293443506311,10863,2020-11-22 08:46:18 EST,Photo,45,18,1,6,0,16,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/233293443506311/permalink/1843025315866441,@anwarthaguru is my IG I offer guided fishing trips. If you see my story on IG you will see the possibilities. I forgot to add pretty girls so the post gets read.,https://www.facebook.com/photo.php?fbid=10159158282483000&set=gm.1843025315866441&type=3,,,Photos from Sanders Z Anwar's post,,,,86,1.41
You Know You From South Dallas If.....,,113523748745557,47643,2020-10-07 15:02:41 EDT,Photo,8,43,6,0,11,5,3,8,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3219717858126115,Comments,https://www.facebook.com/RealDLHughley/photos/a.240161996026145/5053322721376691/?type=3,,GOVERNOR OF PUERTO RICO: WANDA VAZQUEZ GARCED OFFICIALLY ENDORCES TRUMP The SAVOY Show thesavoyshow,D.L. Hughley,"Looks like SOMEBODY got a LIFETIME SUPPLY OF PAPER TOWELS 🧻🤷🏾‍♂️🤦🏾‍♂️ #TeamDL #PuertoRico #election2020 #itbeyourownpeople #Repost @thesavoyshow with @get_repost
・・・
(Article via nypost) Puerto Rico’s governor endorsed President Trump’s re-election bid on Tuesday.

In an interview with Telemundo, Gov. Wanda Vázquez Garced announced her support for Trump and urged Puerto Ricans in the United States to vote for him on Nov. 3.

“I ask all Puerto Ricans who are listening to go vote,” Vázquez Garced said.

The Republican official was to participate in a campaign event with Trump in central Florida on Friday but it was canceled after the president tested positive for COVID-19, according to Miami Herald reporter Syra Ortiz-Blanes.

Vázquez Garced endorsed Trump despite his opposition to the island’s statehood, something she supports.

Puerto Rico is a US territory but people on the island are ineligible to vote in the presidential election.

In the Telemundo interview, Vázquez Garced was asked about Trump’s infamous visit to the island where he tossed paper towels to Puerto Ricans devastated by Hurricane Maria in 2017.",,,84,1.4
Columbus Black Owned Businesses,,281688762959032,76341,2020-11-03 08:28:22 EST,Photo,28,9,1,15,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/400980527696521,Join us tonight at 970 Parsons Avenue,https://www.facebook.com/beyondthebrix/photos/a.167414058208827/194841378799428/?type=3,,,Buns & Brews Parsons Avenue & Food Truck,Join us for an election night watch party Tuesday 11/3.  $2 margaritas and tacos 4pm - close.  If you're like us you will definitely need a drink or two or three to get through the evening.  970 Parsons Avenue.  #vote2020 #votecolumbus #614vote #foodie #tacotuesday #columbusohio #614living #columbusfoodie #margaritas,,,53,1.39
You Know You From South Dallas If.....,,113523748745557,47719,2020-11-09 09:15:48 EST,Link,7,34,2,0,0,3,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3306749989422901,,https://www.washingtonpost.com/nation/2019/02/12/trump-first-president-century-with-no-dog-explains-why-i-dont-have-any-time/,,,"Trump, the first president in a century with no dog, explains why: ‘I don’t have any time.'","“I wouldn’t mind having one, honestly, but I don’t have any time,"" Trump said at a Monday night rally in El Paso. ""How would I look walking a dog on the White House lawn?”",,,46,1.39
